MODULE	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	sample_ids	p_Jelly	N_Jelly	p_Control	N_Control
Tyrosine degradation, tyrosine => homogentisate	0.05313254723266272	0.8176993917829276	0.8010636642685725	Jelly	M00044	T4J_bin_17,T4J_bin_31,T4J_bin_28,T4J_bin_22,T4J_bin_26,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_33	0.125	40	0.10810810810810811	37
Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	0.05313254723266268	0.8176993917829277	0.8010636642685725	Control	M00049	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4J_bin_39,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_36,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_30,T4C_bin_13,T4C_bin_5,T4C_bin_8	0.875	40	0.8918918918918919	37
Tetrahydrofolate biosynthesis, GTP => THF	0.046452702905225136	0.8293549894565834	0.8027706845409289	Control	M00126	T4J_bin_2,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_3,T4J_bin_39,T4J_bin_18,T4J_bin_34,T4J_bin_27,T4J_bin_20,T4J_bin_5,T4C_bin_7,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_19,T4C_bin_31,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_18,T4C_bin_2,T4C_bin_27,T4C_bin_30,T4C_bin_4,T4C_bin_15,T4C_bin_5,T4C_bin_8	0.625	40	0.6486486486486487	37
Glycolysis, core module involving three-carbon compounds	0.04107397205697021	0.8393952039512877	0.8027706845409289	Jelly	M00002	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_37,T4J_bin_3,T4J_bin_22,T4J_bin_34,T4J_bin_36,T4J_bin_27,T4J_bin_20,T4J_bin_5,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_27,T4C_bin_13,T4C_bin_4,T4C_bin_15	0.75	40	0.7297297297297297	37
Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	0.03778416718901731	0.8458771752236353	0.8027706845409289	Control	M00125	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_37,T4J_bin_10,T4J_bin_27,T4J_bin_20,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_2,T4C_bin_27	0.6	40	0.6216216216216216	37
Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	0.03778416718901728	0.8458771752236354	0.8027706845409289	Jelly	M00527	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_14,T4J_bin_19,T4J_bin_32,T4J_bin_11,T4J_bin_33,T4J_bin_4,T4J_bin_8,T4J_bin_22,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_36,T4C_bin_29,T4C_bin_32,T4C_bin_19,T4C_bin_31,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_22,T4C_bin_33,T4C_bin_9	0.4	40	0.3783783783783784	37
Proline metabolism	0.034684752252228473	0.8522577894987794	0.8027706845409289	Jelly	M00972	T4J_bin_2,T4J_bin_14,T4J_bin_32,T4J_bin_11,T4J_bin_9,T4J_bin_36,T4C_bin_18,T4C_bin_9,T4C_bin_30,T4C_bin_15,T4C_bin_8	0.15	40	0.13513513513513514	37
Coenzyme A biosynthesis, pantothenate => CoA	0.03070448262542339	0.8609013119870877	0.8027706845409289	Jelly	M00120	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_26,T4J_bin_39,T4J_bin_18,T4J_bin_35,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_34,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_27,T4C_bin_30,T4C_bin_4,T4C_bin_15,T4C_bin_5,T4C_bin_8	0.8	40	0.7837837837837838	37
Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	0.030385228986128845	0.8616190164799709	0.8027706845409289	Jelly	M00526	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_14,T4J_bin_19,T4J_bin_32,T4J_bin_11,T4J_bin_33,T4J_bin_4,T4J_bin_8,T4J_bin_22,T4J_bin_26,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_19,T4C_bin_31,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_22,T4C_bin_33,T4C_bin_9	0.425	40	0.40540540540540543	37
Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	0.02257423997115865	0.8805695387716618	0.8147294826207652	Jelly	M00632	T4J_bin_31,T4J_bin_14,T4J_bin_1,T4J_bin_33,T4J_bin_4,T4J_bin_18,T4J_bin_27,T4C_bin_32,T4C_bin_21,T4C_bin_26,T4C_bin_14,T4C_bin_23,T4C_bin_27	0.175	40	0.16216216216216217	37
Anoxygenic photosynthesis in purple bacteria	0.013572363486897589	0.9072559001033232	0.8279215975260221	Control	M00612	T4J_bin_30,T4J_bin_17,T4J_bin_7,T4J_bin_26,T4C_bin_3,T4C_bin_31,T4C_bin_16,T4C_bin_13	0.1	40	0.10810810810810811	37
Ectoine biosynthesis, aspartate => ectoine	0.013572363486897589	0.9072559001033232	0.8279215975260221	Control	M00033	T4J_bin_31,T4J_bin_15,T4J_bin_12,T4J_bin_6,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_25	0.1	40	0.10810810810810811	37
Methionine salvage pathway	0.006414291068382649	0.9361662571337545	0.8372437080565984	Control	M00034	T4J_bin_8,T4J_bin_34,T4C_bin_25,T4C_bin_14	0.05	40	0.05405405405405406	37
Acylglycerol degradation	0.003121626806735567	0.955444158700827	0.8372437080565984	Control	M00098	T4J_bin_12,T4C_bin_36	0.025	40	0.02702702702702703	37
Denitrification, nitrate => nitrogen	0.003121626806735567	0.955444158700827	0.8372437080565984	Control	M00529	T4J_bin_12,T4C_bin_36	0.025	40	0.02702702702702703	37
Formaldehyde assimilation, serine pathway	0.003121626806735567	0.955444158700827	0.8372437080565984	Control	M00346	T4J_bin_19,T4C_bin_28	0.025	40	0.02702702702702703	37
Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	0.003121626806735567	0.955444158700827	0.8372437080565984	Control	M00913	T4J_bin_30,T4C_bin_26	0.025	40	0.02702702702702703	37
Phthalate degradation, phthalate => protocatechuate	0.003121626806735567	0.955444158700827	0.8372437080565984	Control	M00623	T4J_bin_7,T4C_bin_32	0.025	40	0.02702702702702703	37
UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	0.002335013835736164	0.9614596368088885	0.8372437080565984	Jelly	M00909	T4J_bin_30,T4J_bin_17,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_37,T4J_bin_10,T4J_bin_40,T4J_bin_26,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_20,T4J_bin_5,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_23,T4C_bin_17,T4C_bin_16,T4C_bin_13,T4C_bin_5	0.6	40	0.5945945945945946	37
Histidine biosynthesis, PRPP => histidine	6.702354536402177e-4	0.9793459488154985	0.847281408193232	Control	M00026	T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_26,T4J_bin_39,T4J_bin_35,T4J_bin_34,T4J_bin_38,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_22,T4C_bin_33,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_27,T4C_bin_15	0.7	40	0.7027027027027027	37
Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	1.5415415416625186e-4	0.9900938130471807	0.8497476988417418	Jelly	M00001	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_37,T4J_bin_3,T4J_bin_36,T4J_bin_27,T4J_bin_20,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_27,T4C_bin_13,T4C_bin_4	0.65	40	0.6486486486486487	37
Pyruvate oxidation, pyruvate => acetyl-CoA	4.002079003286245e-5	0.9949524573939107	0.8497476988417418	Control	M00307	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_16,T4J_bin_13,T4J_bin_10,T4J_bin_3,T4J_bin_40,T4J_bin_26,T4J_bin_39,T4J_bin_34,T4J_bin_5,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_34,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_12,T4C_bin_22,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_30,T4C_bin_13,T4C_bin_15,T4C_bin_5,T4C_bin_8	0.675	40	0.6756756756756757	37
